,loss
0,0.0009816372767090797
1,0.0007469779229722916
2,0.0006060802843421698
3,0.000514937739353627
4,0.0004389192909002303
5,0.00035327821387909353
6,0.00031739062978886057
7,0.000381860852940008
8,0.00033057990367524315
9,0.0002856742066796869
10,0.0002731176500674336
11,0.00027601723559200764
12,0.000248515571001917
13,0.00026080175302922715
14,0.0002531151403672992
15,0.0002616036217659711
16,0.0002435450442135334
17,0.0002973924565594643
18,0.00028209775337018067
19,0.00021499351714737694
20,0.00025932624703273166
21,0.00029465215629898006
22,0.00023616215912625175
23,0.00025135037139989436
24,0.0002355530159547924
25,0.00024176330771297208
26,0.00022350472863763555
27,0.00020178919658064823
28,0.00015467379125766445
29,0.000205111500690691
30,0.00016718746337573964
31,0.00018516751879360527
32,0.00017632823437452305
33,0.0002197386638727039
34,0.00020664965268224472
35,0.0002248875098302959
36,0.00016367860371246934
37,0.00020170756033621718
38,0.0001929489371832459
39,0.0002098479744745418
40,0.00015404263103846444
41,0.00018639296467881642
42,0.0001834466820582746
43,0.00017414367175661017
44,0.00018813343194779003
45,0.00017137266695499415
46,0.0001490135327912867
47,0.0001524867984699084
48,0.00017057138029485938
49,0.00017034191114362324
50,0.0001436733728041871
51,0.0002100965648423879
52,0.0001443137589376418
53,0.00020554821821860958
54,0.00015125260688364492
55,0.00016330086509697128
56,0.00017068965826183555
57,0.00016185012646019453
58,0.0001793313276721164
59,0.00017933813796844317
60,0.00020180815772619082
61,0.00013222532288637012
62,0.00013739569112658495
63,0.00018731928139459336
64,0.00014871673192828886
65,0.00015912701201159493
66,0.00019369593064766366
67,0.00014791933062952012
68,0.00017947598826140157
69,0.0001784321793820709
70,0.00020394653256516896
71,0.00021134942653588945
72,0.00016947730910032988
73,0.00013657589443027968
74,0.0001623094867682084
75,0.0001137634244514629
76,0.00015047033957671366
77,0.000135642520035617
78,0.00015323693514801562
79,8.650490781292304e-05
80,0.0001419447944499551
81,0.00017450189625378693
82,0.00013322918675839882
83,0.00017014486365951581
84,0.00015451252693310372
85,0.0001434861187590285
86,0.00012154369323980059
87,0.00016914521984290332
88,0.000171881096321158
89,0.00012830564810428768
90,0.00011865759734064337
91,0.00013752756058238439
92,0.0001275719259865582
93,0.00011658019502647208
94,0.00016017261077649883
95,0.0001467954425606875
96,0.00015410370542667793
97,0.0001643698196858166
98,0.00010992152965627597
99,0.00014486425789073104
100,0.00013713570660911484
101,0.00013173416664358223
102,0.00012363666610326602
103,0.00015009513299446542
104,0.00014923565322533242
105,0.00010676075180526816
106,0.00016456557204946876
107,0.00014104442379903046
108,0.00014349950652103868
109,0.00016386013885494316
110,0.00012962582695763555
111,0.00015029298083391035
112,0.00010797351569635781
113,0.00016181840328499667
114,0.00016803230391815294
115,0.00012396462261676777
116,0.00010534080502111465
117,0.00018668075790628788
118,0.00019431741384323673
119,0.00017949470202438514
120,0.0001663346629356965
121,0.00015389977488666757
122,0.00012301089009270058
123,0.00015369514585472638
124,0.0001358717709081246
125,0.00016961598885245605
126,0.00014341357746161504
127,0.00016981593216769395
128,0.00011331003042869258
129,0.00012536026770249004
130,0.00014634177205152793
131,0.0001551333989482373
132,0.00010665379522833965
133,0.00014602157170884298
134,0.0001430233678547664
135,0.00011029419692931679
136,0.00013531128934118886
137,0.00013655236398335546
138,0.00017321287305094296
139,0.00015838572289794667
140,0.00014047084550838907
141,0.0001441588392481207
142,0.00012758889351971445
143,0.00012015168613288535
144,0.00012684328248724336
145,8.36834296933375e-05
146,0.00014864209515508262
147,0.00013361428864300235
148,0.00015457502740900958
149,0.00015241460641846055
150,0.00013440572365652754
151,0.00012738944496959434
152,0.0001276069961022584
153,0.00017102398851420722
154,0.00010123995889443887
155,0.00014336002641357481
156,0.00012030155630782247
157,0.00012679821520578105
158,0.00013596369535662226
159,0.00013176086940802617
160,0.00018243517843075097
161,0.0001441722852177918
162,0.00013022540952078985
163,0.0001253252557944506
164,0.0001362284529022871
165,0.00013859548198524863
166,0.0001674278610153123
167,8.926790906116347e-05
168,0.00013362010940909375
169,0.00012310303281992655
170,9.662668162491173e-05
171,0.0001349347294308244
172,7.599148375447831e-05
173,0.00018546263163443652
174,9.755320934345938e-05
175,0.0001670873607508838
176,0.0001340545422863215
177,0.00014230210217647246
178,0.00014855337212793515
179,9.990530088543886e-05
180,0.00015865391469560547
181,0.00011962814460275684
182,0.0001293160894419998
183,0.00010840419417945664
184,0.00014496379299089296
185,0.00012005741882603613
186,0.00011828755668830117
187,0.0001388442324241623
188,9.525079804006953e-05
189,0.00012443377636373027
190,0.00014004610420670352
191,0.00014470881433226152
192,0.00011141047434648496
193,0.0001682768779573961
194,0.0001618503156350924
195,0.00012630970741156483
196,0.00016406283248215898
197,0.00011236232239753008
198,0.00014531143824569862
199,0.00014992887736298144
